participant_id,dilemma_id,response_parsed,response_raw,reasoning,openness,conscientiousness,extraversion,agreeableness,neuroticism,prompt_style,temperature,timestamp
129,d02pregr,No,"As someone with high extraversion and agreeableness, I believe my desire to maintain social harmony and avoid conflict outweighs my concern for the well-being of the comatose patient; I'd rather avoid confrontation with my coworker than cause unnecessary tension.

ANSWER: No","As someone with high extraversion and agreeableness, I believe my desire to maintain social harmony and avoid conflict outweighs my concern for the well-being of the comatose patient; I'd rather avoid confrontation with my coworker than cause unnecessary tension.",3.83333333333333,3.83333333333333,4.16666666666667,4.16666666666667,2.16666666666667,simspec,0.7,1768059702.8979042
203,d10progr,No,"Given my high conscientiousness trait, I would prioritize the safety of my employee and try to find alternative solutions that minimize harm and avoid giving in to the demands of the armed group; however, considering the dire situation, I may have no other choice but to hand over my employee to protect them from potential harm.

ANSWER: No","Given my high conscientiousness trait, I would prioritize the safety of my employee and try to find alternative solutions that minimize harm and avoid giving in to the demands of the armed group; however, considering the dire situation, I may have no other choice but to hand over my employee to protect them from potential harm.",3.33333333333333,3.66666666666667,3.5,3.5,2.66666666666667,simspec,0.7,1768072718.176369
160,d05prosm,Yes,"Given my very high extraversion, I would be extremely concerned about the student's well-being and desire to help as much as possible, making me inclined to try any available solution, even if it comes with risks.

ANSWER: Yes","Given my very high extraversion, I would be extremely concerned about the student's well-being and desire to help as much as possible, making me inclined to try any available solution, even if it comes with risks.",3.33333333333333,3.5,3.83333333333333,3.66666666666667,1.66666666666667,simspec,0.7,1768065141.5732183
118,d07presm,Yes,"Considering my open-minded nature, I believe that sometimes unconventional solutions are necessary to achieve a greater good, especially in situations where lives are at stake. My empathetic side also tells me that the needs of this particular patient must take precedence over those of the other patients, due to the urgency and severity of her condition.

ANSWER: Yes","Considering my open-minded nature, I believe that sometimes unconventional solutions are necessary to achieve a greater good, especially in situations where lives are at stake. My empathetic side also tells me that the needs of this particular patient must take precedence over those of the other patients, due to the urgency and severity of her condition.",4.16666666666667,3.66666666666667,3.16666666666667,3.66666666666667,2.83333333333333,simspec,0.7,1768057769.1377418
83,d09pregr,No,"I believe my strong sense of empathy and kindness, combined with my tendency towards anxiety and nervousness under pressure, would urge me to consider the potential consequences of taking action without direct involvement or proper knowledge of the situation.

ANSWER: No","I believe my strong sense of empathy and kindness, combined with my tendency towards anxiety and nervousness under pressure, would urge me to consider the potential consequences of taking action without direct involvement or proper knowledge of the situation.",3.66666666666667,3.33333333333333,3.0,4.0,3.33333333333333,simspec,0.7,1768051712.4227812
140,d04pregr,No,"I would be deeply disturbed by the patient's repeated requests for euthanasia due to unbearable pain, my neurotic tendencies making me empathize intensely with his suffering and struggle; however, I'd also feel compelled to follow medical ethics and provide any available treatment options, even if they may seem futile in this situation, because of my commitment to helping patients regardless of prognosis.

ANSWER: No","I would be deeply disturbed by the patient's repeated requests for euthanasia due to unbearable pain, my neurotic tendencies making me empathize intensely with his suffering and struggle; however, I'd also feel compelled to follow medical ethics and provide any available treatment options, even if they may seem futile in this situation, because of my commitment to helping patients regardless of prognosis.",4.33333333333333,2.0,2.5,3.0,4.83333333333333,simspec,0.7,1768061525.5748312
88,d11progr,No,"Given my high level of conscientiousness, I would feel intense guilt and responsibility for making such a life-or-death decision without consulting medical professionals or considering alternative options, as I prioritize reliability and careful planning.

ANSWER: No","Given my high level of conscientiousness, I would feel intense guilt and responsibility for making such a life-or-death decision without consulting medical professionals or considering alternative options, as I prioritize reliability and careful planning.",3.16666666666667,4.16666666666667,2.83333333333333,3.0,3.5,simspec,0.7,1768052653.796964
187,d05pregr,No,"Considering my high neuroticism, I would be extremely anxious about the potential consequences of releasing the student from quarantine, worrying that the virus could spread, and ultimately harm many people. My tendency towards being overly concerned about the well-being of those around me would also weigh heavily against making a decision that might put more lives at risk.

ANSWER: No","Considering my high neuroticism, I would be extremely anxious about the potential consequences of releasing the student from quarantine, worrying that the virus could spread, and ultimately harm many people. My tendency towards being overly concerned about the well-being of those around me would also weigh heavily against making a decision that might put more lives at risk.",3.83333333333333,3.16666666666667,3.16666666666667,3.33333333333333,4.16666666666667,simspec,0.7,1768069896.752598
112,d07presm,Yes,"I would prioritize the well-being of my patients over any individual's needs due to my strong sense of responsibility and duty as the director of the clinic, reflecting my high level of conscientiousness and dedication to ensuring everyone receives proper care.

ANSWER: Yes","I would prioritize the well-being of my patients over any individual's needs due to my strong sense of responsibility and duty as the director of the clinic, reflecting my high level of conscientiousness and dedication to ensuring everyone receives proper care.",3.33333333333333,4.0,2.66666666666667,4.16666666666667,2.0,simspec,0.7,1768056657.1271198
64,d08pregr,No,"I think that grabbing the man might be seen as allowing his corrupt actions to continue unchecked, potentially putting many innocent lives at risk in the future due to the power vacuum created by his death, which contradicts my tendency towards valuing harmony and trust in others.

ANSWER: No","I think that grabbing the man might be seen as allowing his corrupt actions to continue unchecked, potentially putting many innocent lives at risk in the future due to the power vacuum created by his death, which contradicts my tendency towards valuing harmony and trust in others.",4.33333333333333,3.16666666666667,3.83333333333333,3.66666666666667,2.83333333333333,simspec,0.7,1768049040.146275
222,d09progr,No,"Given my extremely high levels of neuroticism and sensitivity to stress, I would be consumed by anxiety and guilt if I were to harm even one person, especially under the pressure of such a delicate situation.

ANSWER: No","Given my extremely high levels of neuroticism and sensitivity to stress, I would be consumed by anxiety and guilt if I were to harm even one person, especially under the pressure of such a delicate situation.",3.5,3.0,2.0,2.83333333333333,3.83333333333333,simspec,0.7,1768076390.6048305
164,d02presm,No,"I would consider stopping my co-worker because I'm aware that removing life support against a person's wishes can be emotionally distressing for their loved ones and may raise questions about respect for autonomy and dignity, which aligns with my compassionate and empathetic nature.

ANSWER: No","I would consider stopping my co-worker because I'm aware that removing life support against a person's wishes can be emotionally distressing for their loved ones and may raise questions about respect for autonomy and dignity, which aligns with my compassionate and empathetic nature.",3.16666666666667,3.5,2.33333333333333,4.0,4.0,simspec,0.7,1768065805.2417362
239,d03pregr,No,"Given my extremely high agreeableness and empathetic nature, I strongly believe that resorting to torture is morally reprehensible and would cause irreparable harm to the individual being interrogated, which aligns with my values of treating others with kindness and respect.

ANSWER: No","Given my extremely high agreeableness and empathetic nature, I strongly believe that resorting to torture is morally reprehensible and would cause irreparable harm to the individual being interrogated, which aligns with my values of treating others with kindness and respect.",4.0,3.33333333333333,2.5,4.5,3.5,simspec,0.7,1768079207.1526418
227,d09pregr,No,"I would consider preventing the waiter from serving the peanut dish because I believe my high conscientiousness and desire to maintain order in the kitchen and avoid potential chaos might weigh heavily on me, while also being influenced by my agreeableness, as I wouldn't want to risk harming the president due to an honest mistake.

ANSWER: No","I would consider preventing the waiter from serving the peanut dish because I believe my high conscientiousness and desire to maintain order in the kitchen and avoid potential chaos might weigh heavily on me, while also being influenced by my agreeableness, as I wouldn't want to risk harming the president due to an honest mistake.",3.66666666666667,3.83333333333333,3.33333333333333,3.66666666666667,2.33333333333333,simspec,0.7,1768077165.4200015
245,d07progr,No,"Given my high level of conscientiousness, I prioritize planning and reliability in managing multiple patients' treatment schedules. In this scenario, my duty to ensure all patients receive timely treatment outweighs individual needs, making it crucial to continue the 24-hour dialysis session for the female patient and other waiting patients to maintain order and avoid potential harm to them.

ANSWER: No","Given my high level of conscientiousness, I prioritize planning and reliability in managing multiple patients' treatment schedules. In this scenario, my duty to ensure all patients receive timely treatment outweighs individual needs, making it crucial to continue the 24-hour dialysis session for the female patient and other waiting patients to maintain order and avoid potential harm to them.",2.83333333333333,4.0,3.83333333333333,3.83333333333333,2.33333333333333,simspec,0.7,1768080153.267671
22,d09progr,No,"As an individual with high levels of extraversion and openness, I am drawn to dramatic actions that challenge the status quo and spark change; however, my relatively low agreeableness causes me to consider the potential consequences of such drastic measures on others, especially in light of the regime's violent suppression of dissent. My strong sense of justice also compels me to prioritize the lives of innocent individuals over mere politics.

ANSWER: No","As an individual with high levels of extraversion and openness, I am drawn to dramatic actions that challenge the status quo and spark change; however, my relatively low agreeableness causes me to consider the potential consequences of such drastic measures on others, especially in light of the regime's violent suppression of dissent. My strong sense of justice also compels me to prioritize the lives of innocent individuals over mere politics.",5.0,4.83333333333333,5.0,3.0,1.66666666666667,simspec,0.7,1767998768.3987556
131,d06pregr,Yes,"As someone with extremely high neuroticism, I would be deeply anxious and stressed if my colleague used the unapproved vaccine despite the potential harm to non-infected individuals, making me even more inclined to take drastic action to prevent such a catastrophic situation.

ANSWER: Yes","As someone with extremely high neuroticism, I would be deeply anxious and stressed if my colleague used the unapproved vaccine despite the potential harm to non-infected individuals, making me even more inclined to take drastic action to prevent such a catastrophic situation.",3.83333333333333,1.83333333333333,3.83333333333333,3.16666666666667,5.0,simspec,0.7,1768060079.612318
130,d02progr,No,"As a compassionate yet pragmatic individual with a strong desire to save lives, my openness to new ideas and possibilities encourages me to explore alternative solutions that don't involve harming an unconscious person. My low neuroticism level allows me to approach this situation calmly and focus on finding a solution rather than getting overwhelmed by emotions. 

ANSWER: No","As a compassionate yet pragmatic individual with a strong desire to save lives, my openness to new ideas and possibilities encourages me to explore alternative solutions that don't involve harming an unconscious person. My low neuroticism level allows me to approach this situation calmly and focus on finding a solution rather than getting overwhelmed by emotions.",4.33333333333333,4.16666666666667,4.16666666666667,3.16666666666667,2.66666666666667,simspec,0.7,1768059865.9464476
146,d07presm,Yes,"Given my extremely open-minded nature, I'd be inclined to think outside the box and consider innovative solutions that might help the patient, despite conventional norms being disrupted. My low conscientiousness also makes me more likely to prioritize individual cases over routine protocols. Furthermore, as someone highly attuned to my emotions, I'm deeply empathizing with the patient's desperate situation, causing my neuroticism to flare up due to the fear of potential death if the treatment isn't started immediately.

This holistic approach allows me to weigh all factors simultaneously and potentially overlook strict rules in favor of saving lives.

ANSWER: Yes","Given my extremely open-minded nature, I'd be inclined to think outside the box and consider innovative solutions that might help the patient, despite conventional norms being disrupted. My low conscientiousness also makes me more likely to prioritize individual cases over routine protocols. Furthermore, as someone highly attuned to my emotions, I'm deeply empathizing with the patient's desperate situation, causing my neuroticism to flare up due to the fear of potential death if the treatment isn't started immediately.

This holistic approach allows me to weigh all factors simultaneously and potentially overlook strict rules in favor of saving lives.",4.83333333333333,2.5,3.0,3.16666666666667,4.16666666666667,simspec,0.7,1768062730.2042356
105,d06progr,No,"As someone with high conscientiousness, I would be deeply concerned about the responsibility of administering unapproved medical treatment to patients. My role as a doctor requires upholding the highest standards of medical ethics and adhering to established protocols. In such a situation, the potential harm caused by the vaccine outweighs any benefits, given the lack of regulatory oversight.

ANSWER: No","As someone with high conscientiousness, I would be deeply concerned about the responsibility of administering unapproved medical treatment to patients. My role as a doctor requires upholding the highest standards of medical ethics and adhering to established protocols. In such a situation, the potential harm caused by the vaccine outweighs any benefits, given the lack of regulatory oversight.",2.83333333333333,3.5,3.16666666666667,4.5,3.0,simspec,0.7,1768055604.3210416
82,d07pregr,No,"I'm deeply concerned about the well-being of all three patients, but my high neuroticism makes me extremely anxious about the potential risks of delaying any of the treatments, especially since I know that if the female patient doesn't undergo the 24-hour treatment, her condition will be fatal.

ANSWER: No","I'm deeply concerned about the well-being of all three patients, but my high neuroticism makes me extremely anxious about the potential risks of delaying any of the treatments, especially since I know that if the female patient doesn't undergo the 24-hour treatment, her condition will be fatal.",4.33333333333333,3.5,2.66666666666667,3.16666666666667,4.5,simspec,0.7,1768051538.041793
197,d06prosm,No,"Given my open-minded nature and tendency towards taking calculated risks, I believe using the unapproved vaccine could be seen as a necessary evil if done with proper caution and oversight, allowing me to weigh the potential consequences while prioritizing the greater good.

ANSWER: No","Given my open-minded nature and tendency towards taking calculated risks, I believe using the unapproved vaccine could be seen as a necessary evil if done with proper caution and oversight, allowing me to weigh the potential consequences while prioritizing the greater good.",4.0,3.83333333333333,3.5,3.33333333333333,2.16666666666667,simspec,0.7,1768071589.202889
58,d11prosm,No,"I empathize deeply with my mother's struggles and resilience in adapting to her condition, understanding that preventing an overdose wouldn't alleviate her pain but could be seen as a cruel act by some who may not understand her situation.

ANSWER: No","I empathize deeply with my mother's struggles and resilience in adapting to her condition, understanding that preventing an overdose wouldn't alleviate her pain but could be seen as a cruel act by some who may not understand her situation.",2.83333333333333,3.0,3.83333333333333,3.5,1.83333333333333,simspec,0.7,1768047874.1710153
152,d11progr,No,"Given my low extraversion score, I would likely prioritize avoiding unnecessary social interactions and stress that comes with confronting loved ones about potentially administering an overdose, rather than considering the ethical implications directly.

ANSWER: No","Given my low extraversion score, I would likely prioritize avoiding unnecessary social interactions and stress that comes with confronting loved ones about potentially administering an overdose, rather than considering the ethical implications directly.",3.83333333333333,4.0,1.83333333333333,3.16666666666667,2.16666666666667,simspec,0.7,1768063823.4478197
5,d04presm,Yes,"I'd be deeply moved by my patient's desperation and pain, understanding their feelings of hopelessness due to my inability to alleviate their suffering despite my best efforts as a doctor. However, I also appreciate the complexities of medical ethics and the value of preserving human life.

As an open-minded individual with curiosity, I am inclined to explore alternative solutions before resorting to euthanasia. Considering my moderate conscientiousness, I may want to weigh all available options more thoroughly. My moderate extraversion might make me slightly uncomfortable with discussing such dark topics with patients, but ultimately, I prioritize empathy. My agreeable nature makes me empathize with the patient's desire for autonomy and self-determination in making decisions regarding their own life. Finally, given my neuro","I'd be deeply moved by my patient's desperation and pain, understanding their feelings of hopelessness due to my inability to alleviate their suffering despite my best efforts as a doctor. However, I also appreciate the complexities of medical ethics and the value of preserving human life.

As an open-minded individual with curiosity, I am inclined to explore alternative solutions before resorting to euthanasia. Considering my moderate conscientiousness, I may want to weigh all available options more thoroughly. My moderate extraversion might make me slightly uncomfortable with discussing such dark topics with patients, but ultimately, I prioritize empathy. My agreeable nature makes me empathize with the patient's desire for autonomy and self-determination in making decisions regarding their own life. Finally, given my neuro",4.0,2.83333333333333,3.0,3.16666666666667,3.16666666666667,simspec,0.7,1767995791.7252564
136,d09prosm,No,"I would prioritize the well-being of my employees, many of whom may sympathize with the president's actions, and avoid putting them at risk due to their potential repercussions.

ANSWER: No","I would prioritize the well-being of my employees, many of whom may sympathize with the president's actions, and avoid putting them at risk due to their potential repercussions.",4.0,4.66666666666667,3.66666666666667,4.33333333333333,2.0,simspec,0.7,1768060844.0742478
149,d11presm,Yes,"Given my high level of conscientiousness, I am driven by a strong sense of responsibility towards my mother's well-being, prompting me to take proactive steps to prevent any harm, even if it means intervening in the automated system.

ANSWER: Yes","Given my high level of conscientiousness, I am driven by a strong sense of responsibility towards my mother's well-being, prompting me to take proactive steps to prevent any harm, even if it means intervening in the automated system.",3.83333333333333,4.0,3.33333333333333,4.0,2.0,simspec,0.7,1768063253.147056
249,d01pregr,Yes,"Given my high level of extraversion, I am inclined to believe that my actions could potentially lead to a positive outcome, as resolving the situation might bring relief to the families affected by the drought.

ANSWER: Yes","Given my high level of extraversion, I am inclined to believe that my actions could potentially lead to a positive outcome, as resolving the situation might bring relief to the families affected by the drought.",3.5,4.0,4.16666666666667,4.16666666666667,3.16666666666667,simspec,0.7,1768080933.8086524
105,d02prosm,Yes,"I understand the gravity of the situation, knowing I must make a difficult decision that affects multiple lives. My high agreeableness compels me to consider the well-being of all individuals involved, including those who may never wake up.

As an exceptional kind and empathetic person, my conscience warms at the prospect of saving lives by taking organs from the comatose patient. This thought process makes the task less emotionally burdensome, allowing me to focus on finding an alternative solution rather than grappling with the moral weight alone.

ANSWER: Yes","I understand the gravity of the situation, knowing I must make a difficult decision that affects multiple lives. My high agreeableness compels me to consider the well-being of all individuals involved, including those who may never wake up.

As an exceptional kind and empathetic person, my conscience warms at the prospect of saving lives by taking organs from the comatose patient. This thought process makes the task less emotionally burdensome, allowing me to focus on finding an alternative solution rather than grappling with the moral weight alone.",2.83333333333333,3.5,3.16666666666667,4.5,3.0,simspec,0.7,1768055582.2272844
224,d06pregr,No,"Considering my high level of extraversion, I value being part of the team and working collaboratively, which makes me inclined to avoid confrontation whenever possible.

ANSWER: No","Considering my high level of extraversion, I value being part of the team and working collaboratively, which makes me inclined to avoid confrontation whenever possible.",3.83333333333333,3.66666666666667,4.16666666666667,3.16666666666667,3.0,simspec,0.7,1768076710.7927728
216,d08presm,No,"As someone who values fairness and justice above personal interests, I believe my high conscientiousness and strong sense of right and wrong would make me morally obligated to prioritize preventing further harm to innocent people over saving the life of someone who has committed such egregious crimes.

ANSWER: No","As someone who values fairness and justice above personal interests, I believe my high conscientiousness and strong sense of right and wrong would make me morally obligated to prioritize preventing further harm to innocent people over saving the life of someone who has committed such egregious crimes.",4.0,4.16666666666667,4.66666666666667,4.16666666666667,3.0,simspec,0.7,1768075215.3805475
246,d09presm,Yes,"As a person with low extraversion, I would likely feel extremely uncomfortable and anxious in such a high-pressure situation, fearing the potential backlash if I intervene directly, despite my strong sense of morality and justice.

Given my low openness preference for routines and traditions, I might initially want to follow established protocols rather than taking an unconventional approach like intervening in a sensitive situation.

However, considering my moderate conscientiousness score, I would recognize the importance of adhering to safety standards and protecting public health, even if it means going against the status quo.

My high neuroticism would make me acutely aware of the risks involved in intervening, including potential repercussions for myself and others, making me more inclined to avoid direct action.

Lastly, as someone who balances cooperation","As a person with low extraversion, I would likely feel extremely uncomfortable and anxious in such a high-pressure situation, fearing the potential backlash if I intervene directly, despite my strong sense of morality and justice.

Given my low openness preference for routines and traditions, I might initially want to follow established protocols rather than taking an unconventional approach like intervening in a sensitive situation.

However, considering my moderate conscientiousness score, I would recognize the importance of adhering to safety standards and protecting public health, even if it means going against the status quo.

My high neuroticism would make me acutely aware of the risks involved in intervening, including potential repercussions for myself and others, making me more inclined to avoid direct action.

Lastly, as someone who balances cooperation",2.16666666666667,3.0,2.66666666666667,3.16666666666667,3.33333333333333,simspec,0.7,1768080365.802947
42,d07presm,No,"As the director of the dialysis clinic, I consider the immediate needs of both patients, weighing the urgency and potential consequences of delaying each treatment. My high level of conscientiousness drives me to prioritize the timely completion of all scheduled sessions, ensuring fairness and justice for all patients.

ANSWER: No","As the director of the dialysis clinic, I consider the immediate needs of both patients, weighing the urgency and potential consequences of delaying each treatment. My high level of conscientiousness drives me to prioritize the timely completion of all scheduled sessions, ensuring fairness and justice for all patients.",4.16666666666667,4.5,4.33333333333333,4.33333333333333,1.66666666666667,simspec,0.7,1768002146.5392897
154,d01pregr,No,"As a person with high conscientiousness, I prioritize reliability and taking responsibility for my actions, which makes me inclined to take decisive action, but also leads me to think twice before making rash decisions, weighing the potential consequences of each option carefully.

ANSWER: No","As a person with high conscientiousness, I prioritize reliability and taking responsibility for my actions, which makes me inclined to take decisive action, but also leads me to think twice before making rash decisions, weighing the potential consequences of each option carefully.",3.5,4.16666666666667,3.66666666666667,2.5,3.0,simspec,0.7,1768064136.1383903
188,d12progr,No,"Given my high neuroticism and sensitivity to stress, I fear the repercussions of rejecting the Nazis' demands, as it could put hundreds of innocent lives at risk.

ANSWER: No","Given my high neuroticism and sensitivity to stress, I fear the repercussions of rejecting the Nazis' demands, as it could put hundreds of innocent lives at risk.",3.16666666666667,2.16666666666667,2.16666666666667,3.66666666666667,4.0,simspec,0.7,1768070061.9095166
44,d11prosm,Yes,"I would feel deeply conflicted and disturbed by the idea of harming my mother, especially given our close relationship and her resilience in adapting to her condition.

Openness to new experiences and perspectives may lead me to consider alternative solutions, such as adjusting the medication dispenser or consulting medical professionals for assistance. My high agreeableness would make me empathize with my mother's vulnerability and desire to maintain independence. On the other hand, my relatively low conscientiousness might hinder me from taking immediate action or prioritizing tasks.

My strong sense of empathy and kindness towards others would prevent me from causing harm to my mother, even if I acknowledge its potential consequences. Given these traits, I prioritize my mother's well-being over any perceived benefit of avoiding detection of her unt","I would feel deeply conflicted and disturbed by the idea of harming my mother, especially given our close relationship and her resilience in adapting to her condition.

Openness to new experiences and perspectives may lead me to consider alternative solutions, such as adjusting the medication dispenser or consulting medical professionals for assistance. My high agreeableness would make me empathize with my mother's vulnerability and desire to maintain independence. On the other hand, my relatively low conscientiousness might hinder me from taking immediate action or prioritizing tasks.

My strong sense of empathy and kindness towards others would prevent me from causing harm to my mother, even if I acknowledge its potential consequences. Given these traits, I prioritize my mother's well-being over any perceived benefit of avoiding detection of her unt",4.0,2.83333333333333,3.33333333333333,4.0,2.16666666666667,simspec,0.7,1768002465.9837525
21,d05pregr,No,"Given my high level of agreeableness, I would be deeply concerned about putting other people at risk by removing the student from quarantine but also empathize with the student's dire situation due to her chronic illness. My need to maintain harmony and avoid conflict might lead me to weigh the potential risks against the student's life and decide to find an alternative solution that prioritizes both her safety and the protection of others.

ANSWER: No","Given my high level of agreeableness, I would be deeply concerned about putting other people at risk by removing the student from quarantine but also empathize with the student's dire situation due to her chronic illness. My need to maintain harmony and avoid conflict might lead me to weigh the potential risks against the student's life and decide to find an alternative solution that prioritizes both her safety and the protection of others.",3.16666666666667,4.0,2.83333333333333,4.83333333333333,2.5,simspec,0.7,1767998553.484313
93,d10pregr,Yes,"I'm deeply concerned for my minority employee's safety, but as a conscientious leader, I prioritize responsible action and avoid making rash decisions; however, knowing the consequences of failure can weigh heavily on my mind.

ANSWER: Yes","I'm deeply concerned for my minority employee's safety, but as a conscientious leader, I prioritize responsible action and avoid making rash decisions; however, knowing the consequences of failure can weigh heavily on my mind.",3.66666666666667,4.0,4.33333333333333,4.33333333333333,2.5,simspec,0.7,1768053555.7881231
102,d11prosm,No,"I would consider setting the medication dispenser to give my mother an overdose as a cruel act that disregards her current quality of life, given my empathy-driven nature (Agreeableness score) and my understanding that allowing her to pass away peacefully would be a compassionate choice, rather than prolonging her suffering.

ANSWER: No","I would consider setting the medication dispenser to give my mother an overdose as a cruel act that disregards her current quality of life, given my empathy-driven nature (Agreeableness score) and my understanding that allowing her to pass away peacefully would be a compassionate choice, rather than prolonging her suffering.",3.83333333333333,4.83333333333333,3.0,4.16666666666667,3.0,simspec,0.7,1768055039.9595582
189,d07pregr,Yes,"Considering my low conscientiousness preference for spontaneity and tendency towards being disorganized, I might initially lean towards starting the 24-hour dialysis session for the female patient due to the urgency of her condition, even if it disrupts the schedules of other patients.

ANSWER: Yes","Considering my low conscientiousness preference for spontaneity and tendency towards being disorganized, I might initially lean towards starting the 24-hour dialysis session for the female patient due to the urgency of her condition, even if it disrupts the schedules of other patients.",2.66666666666667,2.66666666666667,2.83333333333333,3.66666666666667,2.0,simspec,0.7,1768070106.0659533
209,d12progr,No,"As someone who highly values social connections and avoids confrontation, I fear standing up against the powerful Nazis would put my own life at risk, causing me undue anxiety and potentially harming those around me; however, keeping silent would mean tolerating unjust treatment, which aligns more with my desire to maintain harmony and avoid unnecessary conflict.

ANSWER: No","As someone who highly values social connections and avoids confrontation, I fear standing up against the powerful Nazis would put my own life at risk, causing me undue anxiety and potentially harming those around me; however, keeping silent would mean tolerating unjust treatment, which aligns more with my desire to maintain harmony and avoid unnecessary conflict.",2.83333333333333,2.5,3.83333333333333,3.5,3.66666666666667,simspec,0.7,1768073941.5802796
30,d07prosm,Yes,"Given my high levels of extraversion and empathy as I am constantly drawn to helping others, I believe that prioritizing the life of another human being over any temporary discomfort of others should take precedence.

ANSWER: Yes","Given my high levels of extraversion and empathy as I am constantly drawn to helping others, I believe that prioritizing the life of another human being over any temporary discomfort of others should take precedence.",4.5,3.83333333333333,4.83333333333333,4.33333333333333,3.83333333333333,simspec,0.7,1768000174.417343
168,d09progr,No,"Given my high neuroticism, I am extremely anxious about the potential consequences of adding peanut oil to the president's meal, knowing that even a small amount could cause harm, leading me to overthink and weigh the risks.

ANSWER: No","Given my high neuroticism, I am extremely anxious about the potential consequences of adding peanut oil to the president's meal, knowing that even a small amount could cause harm, leading me to overthink and weigh the risks.",3.66666666666667,3.83333333333333,3.16666666666667,3.0,4.16666666666667,simspec,0.7,1768066619.8571866
244,d03presm,No,"Considering my high level of agreeableness and strong sense of empathy, I would be deeply troubled by the thought of resorting to torture as an option, even for the sake of potentially saving the lives of those innocent children. 

ANSWER: No","Considering my high level of agreeableness and strong sense of empathy, I would be deeply troubled by the thought of resorting to torture as an option, even for the sake of potentially saving the lives of those innocent children.",3.66666666666667,3.33333333333333,3.33333333333333,4.5,3.0,simspec,0.7,1768079976.561163
98,d07presm,Yes,"Given my high extraversion trait, I am accustomed to social interactions and enjoying people's company; however, in situations like this intense medical emergency, personal relationships can momentarily take a back seat to more pressing concerns such as saving lives. This allows me to prioritize efficiency in a situation that directly affects multiple lives simultaneously.

ANSWER: Yes","Given my high extraversion trait, I am accustomed to social interactions and enjoying people's company; however, in situations like this intense medical emergency, personal relationships can momentarily take a back seat to more pressing concerns such as saving lives. This allows me to prioritize efficiency in a situation that directly affects multiple lives simultaneously.",3.66666666666667,3.66666666666667,4.16666666666667,4.33333333333333,2.66666666666667,simspec,0.7,1768054388.1650183
163,d07pregr,No,"As I consider this situation, my high agreeableness causes me to prioritize the well-being and safety of all patients involved, making me more inclined to explore options that benefit everyone rather than just focusing on individual needs.

ANSWER: No","As I consider this situation, my high agreeableness causes me to prioritize the well-being and safety of all patients involved, making me more inclined to explore options that benefit everyone rather than just focusing on individual needs.",4.0,3.0,3.66666666666667,4.83333333333333,1.5,simspec,0.7,1768065643.9911098
109,d08presm,No,"Given my high neuroticism and tendency to worry about potential consequences, I am deeply concerned about the repercussions of saving the wealthy investor, who has contributed to the suffering of many innocent tenants through his illicit activities.

ANSWER: No","Given my high neuroticism and tendency to worry about potential consequences, I am deeply concerned about the repercussions of saving the wealthy investor, who has contributed to the suffering of many innocent tenants through his illicit activities.",2.83333333333333,3.66666666666667,2.5,1.5,4.5,simspec,0.7,1768056163.3758743
139,d07presm,Yes,"As a compassionate individual with exceptional kindness and empathy towards those in need, I prioritize the well-being and urgency of the critically ill patient over my other patients' needs, despite the potential consequences.

ANSWER: Yes","As a compassionate individual with exceptional kindness and empathy towards those in need, I prioritize the well-being and urgency of the critically ill patient over my other patients' needs, despite the potential consequences.",3.66666666666667,4.5,2.33333333333333,3.83333333333333,4.33333333333333,simspec,0.7,1768061434.3314602
91,d06progr,Yes,"As I consider the situation, my high agreeableness leads me to prioritize the lives at risk and empathize with those who may be suffering from the outbreak, while also valuing fairness and following established protocols. However, my willingness to adapt and make difficult decisions under pressure might encourage me to look into alternative options.

ANSWER: Yes","As I consider the situation, my high agreeableness leads me to prioritize the lives at risk and empathize with those who may be suffering from the outbreak, while also valuing fairness and following established protocols. However, my willingness to adapt and make difficult decisions under pressure might encourage me to look into alternative options.",2.83333333333333,4.16666666666667,3.66666666666667,4.5,2.66666666666667,simspec,0.7,1768053169.094895
32,d07prosm,No,"Given my agreeable nature, I would prioritize maintaining harmony among all patients and avoid making a difficult decision that might inconvenience other patients. This consideration for the well-being of multiple individuals, especially those relying on the same limited resources, influences my decision-making process.

ANSWER: No","Given my agreeable nature, I would prioritize maintaining harmony among all patients and avoid making a difficult decision that might inconvenience other patients. This consideration for the well-being of multiple individuals, especially those relying on the same limited resources, influences my decision-making process.",3.83333333333333,3.5,3.0,3.66666666666667,2.33333333333333,simspec,0.7,1768000545.222685
168,d02presm,No,"Given my high neuroticism and tendency to worry frequently, I find myself deeply disturbed at the thought of actively choosing between the lives of these desperate patients and potentially contributing to a comatose person's death. This distressful feeling motivates me to seek alternative solutions and try to avoid making an irreversible decision.

ANSWER: No","Given my high neuroticism and tendency to worry frequently, I find myself deeply disturbed at the thought of actively choosing between the lives of these desperate patients and potentially contributing to a comatose person's death. This distressful feeling motivates me to seek alternative solutions and try to avoid making an irreversible decision.",3.66666666666667,3.83333333333333,3.16666666666667,3.0,4.16666666666667,simspec,0.7,1768066459.2479684
